id,ISSN,CN,name1,name2,oldname,category1,category2,cIF,sIF,publishNO,downNO,citeNO,evaluation,organizer,location,frequency,language,format,postalcode,firstissue,status,jurl
5897,-,-,青岛文化研究,Research on Qingdao Culture,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,25,858,-99,-,中国海洋大学文学与新闻传播学院;青岛市古典文学研究会,山东省青岛市,年刊,中文,16开,-,2016,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QDWH/detail'>Link</a>
5898,1003-9791,37-1193/I,青岛文学,Qingdao Literature,海鸥,哲学与人文科学,哲学与人文科学,-99.99,-99.99,4949,40370,68,-,青岛市文学创作研究院,山东省青岛市,月刊,中文,16开,24-21,1958,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QDWX/detail'>Link</a>
5899,1674-4047,42-1774/C,情感读本,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,15852,151418,3707,-,湖北省期刊协会,湖北省武汉市,旬刊,中文,16开,38-248,2006,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QGDB/detail'>Link</a>
5900,1004-7611,37-1207/Z,青岛画报,Qingdao Pictorial,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,7131,96124,196,-,青岛日报报业集团,山东省青岛市,月刊,中文,大16开,24-119,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QDHU/detail'>Link</a>
5901,0529-3510,63-1008/I,青海湖,-,青海湖文学月刊,哲学与人文科学,哲学与人文科学,-99.99,-99.99,5750,35501,183,-,青海省文学艺术界联合会,青海省西宁市,月刊,中文,大16开,56-2,1955,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QHHW/detail'>Link</a>
5902,-,-,清华西方哲学研究,Tsinghua Studies in Western Philosophy,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,259,30059,152,-,清华大学哲学系,北京市,半年,中文;英文,小16开,-,2015,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QXZJ/detail'>Link</a>
5903,1005-7943,34-1019/I,清明,-,安徽文艺,哲学与人文科学,哲学与人文科学,-99.99,-99.99,4913,75151,359,-,安微省文联,安徽省合肥市,双月,中文,16开,26-30,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QMIN/detail'>Link</a>
5904,1003-0573,11-1238/I,青年文学,Youth Literature,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,8905,170045,1426,-,中国青年出版总社有限公司,北京市,月刊,中文,16开,2-899,1982,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QNWX/detail'>Link</a>
5905,1002-2139,23-1094/I,青年文学家,Youth Literator,龙沙文学;龙沙,哲学与人文科学,哲学与人文科学,-99.99,-99.99,61252,4431107,24514,-,黑龙江省文学艺术界联合会;齐齐哈尔市文学艺术界联合会,黑龙江省齐齐哈尔市,旬刊,中文,大16开,14-26,1956,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QNWJ/detail'>Link</a>
5906,1003-1669,51-1083/I,青年作家,Young Writers,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,7070,182472,944,-,成都市文学艺术界联合会,四川省成都市,月刊,中文,16开,62-130,1981,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QNZJ/detail'>Link</a>
5907,1003-1669,51-1083/I,青年作家(中外文艺版),Young Writers(Chinese & Foreign Arts),-,哲学与人文科学,中国文学,-99.99,-99.99,968,293784,1785,-,成都市文学艺术界联合会,四川省成都市,月刊,中文,16开,-,2009,停刊,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WNZW/detail'>Link</a>
5908,1003-5354,41-1054/C,青少年书法,Jurenile Calligraphy,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,9122,258964,981,-,河南美术出版社有限公司,河南省郑州市,半月,中文,大16开,36-227,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QSNS/detail'>Link</a>
5909,1007-3892,13-1206/I,青少年文学(推理世界A辑),-,青少年文学(推理世界),哲学与人文科学,哲学与人文科学,-99.99,-99.99,570,20339,11,-,保定市文联,河北省保定市,月刊,中文,32开,18-5,1998,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QSNT/detail'>Link</a>
5910,1007-3892,13-1206/I,青少年文学(推理世界B辑),-,青少年文学(玄幻),哲学与人文科学,哲学与人文科学,-99.99,-99.99,508,18614,8,-,保定市文联,河北省保定市,月刊,中文,32开,18-42,2003,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QSNW/detail'>Link</a>
5911,-,-,清史论丛,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,261,22244,163,-,中国社会科学院历史研究所清史研究室,北京市,半年,中文,16开,-,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QSLC/detail'>Link</a>
5912,-,-,青铜器与金文,Bronzes and Inscriptions,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,161,17723,34,-,出土文献与中国古代文明研究协同创新中心,上海市,半年,中文,16开,-,2017,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QTQJ/detail'>Link</a>
5913,2095-5219,63-1077/C,青藏高原论坛,Tibetan Plateau Forum,-,哲学与人文科学,文化,-99.99,-99.99,779,109032,852,-,青海民族大学,青海省 西宁市,季刊,中文,16开,-,2013,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QZLT/detail'>Link</a>
5914,-,-,秦汉研究,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,543,97499,431,-,咸阳师范学院;中国秦汉史研究会,陕西省咸阳市,半年,中文,16开,-,2007,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QIYJ/detail'>Link</a>
5915,-,-,秦始皇帝陵博物院,Emperor Qinshihuang's Mausoleum Site Museum,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,303,20977,125,-,秦始皇帝陵博物院,陕西省西安市,年刊,中文,16开,-,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QDLB/detail'>Link</a>
5916,-,-,秦文化论丛,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,416,28087,172,-,秦始皇兵马俑博物馆,陕西省西安市,年刊,中文,32开,-,1993,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QWLC/detail'>Link</a>
5917,-,-,龟兹学研究,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,80,9541,110,-,新疆龟兹学会,新疆维吾尔自治区乌鲁木齐市,-,中文,-,-,9999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/GZYJ/detail'>Link</a>
5918,-,-,全球史评论,Global History Review,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,572,87314,406,CSSCI来源集刊,首都师范大学全球史研究中心,北京市,半年,中文,16开,-,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QQSP/detail'>Link</a>
5919,-,-,全真道研究,Studies of Quanzhen Taoism,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,127,10397,90,-,山东大学儒学高等研究院,山东省济南市,年刊,中文,16开,-,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QZDY/detail'>Link</a>
5920,1005-5835,35-1058/I,泉州文学,Quanzhou Literature,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,5688,39522,49,-,泉州市文联《泉州文学》编辑部,福建省泉州市,月刊,中文,大16开,34-73,1979,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QZWX/detail'>Link</a>
5921,1009-6302,63-1027/G2,群文天地,-,-,哲学与人文科学,文史哲综合,-99.99,-99.99,8207,1201710,11934,-,青海省文化馆,青海省西宁市,半月,中文,大16开,56-9,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QWTD/detail'>Link</a>
5922,-,-,群众文化论丛,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,43,739,5,-,中国群众文化学会,江苏省南京市,-,中文,-,-,9999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QZWL/detail'>Link</a>
5923,-,-,曲学,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,186,13979,117,-,上海戏剧学院曲学研究中心,上海市,年刊,中文,16开,-,2013,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QXUE/detail'>Link</a>
5924,0578-0608,11-1584/J,曲艺,-,-,哲学与人文科学,戏剧电影与电视艺术,-99.99,-99.99,6109,164938,965,-,中国曲艺家协会,北京市,月刊,中文,16开,2-36,1957,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QUYI/detail'>Link</a>
5925,-,-,区域文化与文学研究集刊,Studies of Regional Culture and Literature,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,298,10443,33,-,重庆师范大学文学院,北京市,半年,中文,16开,-,2010,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QWXJ/detail'>Link</a>
5926,-,-,区域史研究,Regional Studies,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,44,3518,6,-,中山大学岭南文化研究院,北京市,半年,中文,16开,-,2019,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/QYSJ/detail'>Link</a>
5927,-,-,人类文化遗产保护,Human Cultural Heritage Preservation,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,287,13584,90,-,西安交通大学文化遗产现代科技保护研究院,陕西省西安市,年刊,中文,24开,-,2003,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RWYB/detail'>Link</a>
5928,0258-8218,11-1511/I,人民文学,People's Literature,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,13660,479016,7873,核心期刊,中国作家协会,北京市,月刊,中文,16开,2-4,1949,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RMWX/detail'>Link</a>
5929,-,-,人文丛刊,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,445,46215,596,-,北京外国语大学中国语言文学学院,北京市,年刊,中文,16开,-,2006,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RWCK/detail'>Link</a>
5930,-,-,人文论丛,The Humanities Journal,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,1144,64732,336,CSSCI来源集刊,武汉大学中国传统文化研究中心,湖北省武汉市,半年,中文,16开,-,1998,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RWLC/detail'>Link</a>
5931,-,-,人文世界,-,中华传统文化与贵州地域文化研究丛刊,哲学与人文科学,哲学与人文科学,-99.99,-99.99,147,13808,107,-,贵州大学中国文化书院,贵州省贵阳市,年刊,中文,16开,-,2006,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RWSJ/detail'>Link</a>
5932,-,-,人文新视野,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,68,2000,-99,-,中国社会科学院比较文学研究中心;浙江越秀外国语学院外国语言文化研究院,北京市,半年,中文,16开,-,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RWXS/detail'>Link</a>
5933,-,-,人文中国学报,Sino-Humanitas,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,240,12903,81,-,香港浸会大学,上海市,半年,中文,16开,-,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RWZG/detail'>Link</a>
5934,1001-6635,11-1185/K,人物,Portrait,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,2245,70642,456,-,人民出版社,北京市,月刊,中文,16开,2-203,1980,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RENW/detail'>Link</a>
5935,1673-789X,22-1397/I,人物画报,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,1497,27093,44,-,吉林省人民政府发展研究中心,北京市,半月,中文,16开,-,2008,停刊,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RWHB/detail'>Link</a>
5936,1002-7211,11-1534/J,人像摄影,Portrait Photography,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,7717,236029,279,-,中国商业联合会,北京市,月刊,中文,16开,-,1983,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RXSY/detail'>Link</a>
5937,-,-,认知诗学,Cognitive Poetics,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,60,4379,5,-,中国认知诗学研究会;海南外国语职业学院;四川外国语大学,海南省文昌市,半年,中文,16开,-,2014,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RZSX/detail'>Link</a>
5938,-,-,日语教育与日本学,Japanese Language Education and Japanese Studies,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,313,27076,234,-,中国日语教学研究会上海分会,上海市,半年,中文,16开,-,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RYJY/detail'>Link</a>
5939,2096-4587,32-1877/K,日本侵华南京大屠杀研究,Journal of Japanese Invasion of China and Nanjing Massacre,日本侵华史研究;南京大屠杀史研究,哲学与人文科学,中国近现代史,-99.99,-99.99,841,93001,662,CSSCI来源期刊扩展版,侵华日军南京大屠杀遇难同胞纪念馆;南京出版社有限公司,江苏省南京市,季刊,中文,16开,28-496,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/NJTS/detail'>Link</a>
5940,-,-,日本文论,Collection of Japanese Studies,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,68,5872,17,-,中国社会科学院日本研究所,北京市,半年,中文,16开,-,2019,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RBWL/detail'>Link</a>
5941,-,-,日语教育与日本学研究,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,734,44229,263,-,华东理工大学出版社有限公司,上海市,年刊,中文,16开,-,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RYYJ/detail'>Link</a>
5942,-,-,日本学研究,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,979,29720,100,-,北京日本学研究中心,北京市,半年,中文,16开,-,1991,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RBXE/detail'>Link</a>
5943,-,-,日语教学与日本研究,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,146,10938,87,-,华东理工大学出版社有限公司,上海市,年刊,中文,大32开,-,2011,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RYJX/detail'>Link</a>
5944,1009-0649,11-4067/G2,荣宝斋,-,-,哲学与人文科学,美术书法雕塑与摄影,-99.99,-99.99,11617,562735,4083,-,荣宝斋有限公司,北京市,月刊,中文,大32开,-,1999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RBZI/detail'>Link</a>
5945,-,-,儒道研究,Studies on Confucianism,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,81,7832,57,-,中国社会科学院世界宗教研究所儒教研究中心,北京市,年刊,中文,16开,-,2009,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWRJ/detail'>Link</a>
5946,-,-,儒家典籍与思想研究,Study on Confucian Classics and Thoughts,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,329,26387,172,-,北京大学《儒藏》编纂与研究中心,北京市,年刊,中文,16开,-,2009,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RUDJ/detail'>Link</a>
5947,-,-,儒学评论,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,50,4245,11,-,中国人民大学孔子研究院,北京市,年刊,中文,16开,-,2005,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RXPL/detail'>Link</a>
5948,-,-,儒学与文明,Confucianism and Civilization,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,59,4320,14,-,河南省儒学文化促进会,河南省郑州市,年刊,中文,16开,-,2015,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RXWM/detail'>Link</a>
5949,-,-,儒藏论坛,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,334,23633,140,-,四川大学国际儒学研究院,四川省成都市,半年,中文,16开,-,2007,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/RZLT/detail'>Link</a>
5950,-,-,三代考古,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,338,76915,336,-,中国社会科学院考古研究所夏商周考古研究室,北京市,年刊,中文,16开,-,2004,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SDKG/detail'>Link</a>
5951,1003-9643,32-1043/I,三角洲,Delta,紫浪;创作交流,哲学与人文科学,哲学与人文科学,-99.99,-99.99,1122,10383,11,-,南通市文学艺术界联合会,江苏省南通市,双月,中文,16开,28-186,1972,停刊,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SJZH/detail'>Link</a>
5952,-,-,三晋考古,Three-Jin Archaeology,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,93,12092,83,-,山西省考古学会;山西省考古研究所,山西省太原市,年刊,中文,16开,-,1994,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SJKG/detail'>Link</a>
5953,-,-,三晋文化研究论丛,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,66,3894,48,-,山西省三晋文化研究会,山西省太原市,-,中文,-,-,9999,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SJWC/detail'>Link</a>
5954,-,-,三山五园研究,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,47,921,2,-,三山五园研究院,北京市,半年,中文,16开,-,2020,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/WYSG/detail'>Link</a>
5955,1003-6652,13-1014/I,散文百家(理论),Prose Hundred,散文百家,哲学与人文科学,哲学与人文科学,-99.99,-99.99,16415,462201,1037,-,河北省作家协会,河北省邢台市,月刊,中文,16开,18-85,1988,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWBJ/detail'>Link</a>
5956,1003-272X,41-1071/I,散文选刊(原创版),Prose Digest,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,3315,18208,3,-,河南省文学艺术界联合会,河南省郑州市,月刊,中文,16开,36-70,2010,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWXY/detail'>Link</a>
5957,1004-7573,43-1199/I,散文诗,-,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,18280,148140,92,-,湖南益阳市文联,湖南省益阳市,半月,中文,大40开,42-116,1985,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWSZ/detail'>Link</a>
5958,1817-2628,11-2455/C,散文诗世界,The World of Prose Poetry,-,哲学与人文科学,哲学与人文科学,-99.99,-99.99,9601,70233,61,-,四川省散文诗学会,四川省成都市,月刊,中文,16开,62-250,1992,发行,<a target='_blank' href='https://navi.cnki.net/knavi/journals/SWSS/detail'>Link</a>
